Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DHI Perez Units,DNI Units,DNI Perez Units,GHI Units,GHI Perez Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Version
NSRDB,33896,-,-,-,28.65,77.25,5.5,0,5.5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,m,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,unknown
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Snow Depth,Wind Speed,
2012,1,1,0,0,0,0,0,0,3.1,N/A
2012,1,1,1,0,0,0,0,0,3.1,N/A
2012,1,1,2,0,0,0,0,0,3,N/A
2012,1,1,3,0,0,0,0,0,2.8000000000000003,N/A
2012,1,1,4,0,0,0,0,0,2.4000000000000004,N/A
2012,1,1,5,0,0,0,0,0,1.2000000000000002,N/A
2012,1,1,6,0,0,0,0,0,0.9,N/A
2012,1,1,7,0,5,0,5,0,0.9,N/A
2012,1,1,8,0,83,9,86,0,0.9,N/A
2012,1,1,9,0,205,285,319,0,0.9,N/A
2012,1,1,10,0,280,264,418,0,1.1,N/A
2012,1,1,11,0,233,25,248,0,1.7000000000000002,N/A
2012,1,1,12,0,185,2,187,0,2.2,N/A
2012,1,1,13,0,107,0,107,0,2.7,N/A
2012,1,1,14,0,140,0,140,0,2.9000000000000004,N/A
2012,1,1,15,0,59,0,59,0,2.8000000000000003,N/A
2012,1,1,16,0,25,0,25,0,2.5,N/A
2012,1,1,17,0,0,0,0,0,2.1,N/A
2012,1,1,18,0,0,0,0,0,1.7000000000000002,N/A
2012,1,1,19,0,0,0,0,0,1.3,N/A
2012,1,1,20,0,0,0,0,0,1.1,N/A
2012,1,1,21,0,0,0,0,0,0.9,N/A
2012,1,1,22,0,0,0,0,0,0.7000000000000001,N/A
2012,1,1,23,0,0,0,0,0,0.5,N/A
2012,1,2,0,0,0,0,0,0,0.4,N/A
2012,1,2,1,0,0,0,0,0,0.6000000000000001,N/A
2012,1,2,2,0,0,0,0,0,0.7000000000000001,N/A
2012,1,2,3,0,0,0,0,0,0.9,N/A
2012,1,2,4,0,0,0,0,0,1.1,N/A
2012,1,2,5,0,0,0,0,0,1.3,N/A
2012,1,2,6,0,0,0,0,0,1.4000000000000001,N/A
2012,1,2,7,0,5,0,5,0,1.4000000000000001,N/A
2012,1,2,8,0,101,25,107,0,1,N/A
2012,1,2,9,0,203,81,236,0,0.7000000000000001,N/A
2012,1,2,10,0,267,63,300,0,0.5,N/A
2012,1,2,11,0,282,41,307,0,0.6000000000000001,N/A
2012,1,2,12,0,321,289,501,0,0.8,N/A
2012,1,2,13,0,298,266,455,0,1.1,N/A
2012,1,2,14,0,280,127,344,0,1.4000000000000001,N/A
2012,1,2,15,0,186,69,212,0,1.6,N/A
2012,1,2,16,0,86,22,91,0,1.6,N/A
2012,1,2,17,0,0,0,0,0,1.7000000000000002,N/A
2012,1,2,18,0,0,0,0,0,1.7000000000000002,N/A
2012,1,2,19,0,0,0,0,0,1.8,N/A
2012,1,2,20,0,0,0,0,0,2.1,N/A
2012,1,2,21,0,0,0,0,0,2.4000000000000004,N/A
2012,1,2,22,0,0,0,0,0,2.6,N/A
2012,1,2,23,0,0,0,0,0,2.7,N/A
2012,1,3,0,0,0,0,0,0,2.8000000000000003,N/A
2012,1,3,1,0,0,0,0,0,2.7,N/A
2012,1,3,2,0,0,0,0,0,2.4000000000000004,N/A
2012,1,3,3,0,0,0,0,0,2.1,N/A
2012,1,3,4,0,0,0,0,0,1.7000000000000002,N/A
2012,1,3,5,0,0,0,0,0,1.5,N/A
2012,1,3,6,0,0,0,0,0,1.3,N/A
2012,1,3,7,0,5,0,5,0,1.1,N/A
2012,1,3,8,0,112,152,148,0,1,N/A
2012,1,3,9,0,186,334,319,0,0.8,N/A
2012,1,3,10,0,222,454,460,0,1,N/A
2012,1,3,11,0,249,510,555,0,1.1,N/A
2012,1,3,12,0,244,555,590,0,1.2000000000000002,N/A
2012,1,3,13,0,227,566,562,0,1.4000000000000001,N/A
2012,1,3,14,0,210,493,460,0,1.4000000000000001,N/A
2012,1,3,15,0,184,331,308,0,1.4000000000000001,N/A
2012,1,3,16,0,99,97,119,0,1.3,N/A
2012,1,3,17,0,0,0,0,0,1.3,N/A
2012,1,3,18,0,0,0,0,0,1.3,N/A
2012,1,3,19,0,0,0,0,0,1.1,N/A
2012,1,3,20,0,0,0,0,0,1.1,N/A
2012,1,3,21,0,0,0,0,0,1.1,N/A
2012,1,3,22,0,0,0,0,0,1.2000000000000002,N/A
2012,1,3,23,0,0,0,0,0,1.2000000000000002,N/A
2012,1,4,0,0,0,0,0,0,1.2000000000000002,N/A
2012,1,4,1,0,0,0,0,0,1.2000000000000002,N/A
2012,1,4,2,0,0,0,0,0,1.3,N/A
2012,1,4,3,0,0,0,0,0,1.4000000000000001,N/A
2012,1,4,4,0,0,0,0,0,1.5,N/A
2012,1,4,5,0,0,0,0,0,1.4000000000000001,N/A
2012,1,4,6,0,0,0,0,0,1.2000000000000002,N/A
2012,1,4,7,0,4,0,4,0,1,N/A
2012,1,4,8,0,111,151,147,0,0.6000000000000001,N/A
2012,1,4,9,0,188,313,313,0,0.6000000000000001,N/A
2012,1,4,10,0,223,454,461,0,0.9,N/A
2012,1,4,11,0,244,529,562,0,1,N/A
2012,1,4,12,0,251,546,592,0,1,N/A
2012,1,4,13,0,243,495,537,0,1,N/A
2012,1,4,14,0,211,495,463,0,1,N/A
2012,1,4,15,0,187,311,304,0,0.9,N/A
2012,1,4,16,0,100,75,116,0,1,N/A
2012,1,4,17,0,0,0,0,0,1.3,N/A
2012,1,4,18,0,0,0,0,0,1.6,N/A
2012,1,4,19,0,0,0,0,0,1.9000000000000001,N/A
2012,1,4,20,0,0,0,0,0,2.3000000000000003,N/A
2012,1,4,21,0,0,0,0,0,2.6,N/A
2012,1,4,22,0,0,0,0,0,2.9000000000000004,N/A
2012,1,4,23,0,0,0,0,0,2.9000000000000004,N/A
2012,1,5,0,0,0,0,0,0,3,N/A
2012,1,5,1,0,0,0,0,0,2.9000000000000004,N/A
2012,1,5,2,0,0,0,0,0,2.7,N/A
2012,1,5,3,0,0,0,0,0,2.3000000000000003,N/A
2012,1,5,4,0,0,0,0,0,1.9000000000000001,N/A
2012,1,5,5,0,0,0,0,0,1.5,N/A
2012,1,5,6,0,0,0,0,0,1.2000000000000002,N/A
2012,1,5,7,0,4,0,4,0,1,N/A
2012,1,5,8,0,96,15,100,0,0.8,N/A
2012,1,5,9,0,180,27,191,0,0.7000000000000001,N/A
2012,1,5,10,0,248,23,261,0,0.8,N/A
2012,1,5,11,0,302,105,366,0,0.5,N/A
2012,1,5,12,0,292,421,556,0,0.4,N/A
2012,1,5,13,0,244,498,540,0,0.5,N/A
2012,1,5,14,0,205,504,462,0,0.4,N/A
2012,1,5,15,0,176,346,307,0,0.4,N/A
2012,1,5,16,0,103,109,126,0,0.30000000000000004,N/A
2012,1,5,17,0,0,0,0,0,0.2,N/A
2012,1,5,18,0,0,0,0,0,0.4,N/A
2012,1,5,19,0,0,0,0,0,0.7000000000000001,N/A
2012,1,5,20,0,0,0,0,0,1,N/A
2012,1,5,21,0,0,0,0,0,1.3,N/A
2012,1,5,22,0,0,0,0,0,1.5,N/A
2012,1,5,23,0,0,0,0,0,1.7000000000000002,N/A
2012,1,6,0,0,0,0,0,0,1.8,N/A
2012,1,6,1,0,0,0,0,0,1.9000000000000001,N/A
2012,1,6,2,0,0,0,0,0,1.9000000000000001,N/A
2012,1,6,3,0,0,0,0,0,2,N/A
2012,1,6,4,0,0,0,0,0,2.2,N/A
2012,1,6,5,0,0,0,0,0,2.4000000000000004,N/A
2012,1,6,6,0,0,0,0,0,2.6,N/A
2012,1,6,7,0,4,0,4,0,2.8000000000000003,N/A
2012,1,6,8,0,103,32,111,0,2.6,N/A
2012,1,6,9,0,182,22,191,0,2.9000000000000004,N/A
2012,1,6,10,0,249,24,262,0,3.7,N/A
2012,1,6,11,0,256,15,266,0,3.8000000000000003,N/A
2012,1,6,12,0,272,20,285,0,3.7,N/A
2012,1,6,13,0,248,14,257,0,3.6,N/A
2012,1,6,14,0,157,0,157,0,3.4000000000000004,N/A
2012,1,6,15,0,61,0,61,0,2.9000000000000004,N/A
2012,1,6,16,0,28,0,28,0,2.5,N/A
2012,1,6,17,0,1,0,1,0,2.4000000000000004,N/A
2012,1,6,18,0,0,0,0,0,2.4000000000000004,N/A
2012,1,6,19,0,0,0,0,0,2.5,N/A
2012,1,6,20,0,0,0,0,0,2.7,N/A
2012,1,6,21,0,0,0,0,0,2.9000000000000004,N/A
2012,1,6,22,0,0,0,0,0,3.1,N/A
2012,1,6,23,0,0,0,0,0,3.2,N/A
2012,1,7,0,0,0,0,0,0,3.4000000000000004,N/A
2012,1,7,1,0,0,0,0,0,3.5,N/A
2012,1,7,2,0,0,0,0,0,3.2,N/A
2012,1,7,3,0,0,0,0,0,2.9000000000000004,N/A
2012,1,7,4,0,0,0,0,0,2.6,N/A
2012,1,7,5,0,0,0,0,0,2.3000000000000003,N/A
2012,1,7,6,0,0,0,0,0,2.1,N/A
2012,1,7,7,0,4,0,4,0,1.8,N/A
2012,1,7,8,0,107,42,117,0,1.9000000000000001,N/A
2012,1,7,9,0,195,53,217,0,2.4000000000000004,N/A
2012,1,7,10,0,274,110,332,0,2.6,N/A
2012,1,7,11,0,250,19,262,0,2.7,N/A
2012,1,7,12,0,173,1,174,0,2.5,N/A
2012,1,7,13,0,228,21,241,0,2.3000000000000003,N/A
2012,1,7,14,0,276,246,403,0,2,N/A
2012,1,7,15,0,199,94,236,0,1.7000000000000002,N/A
2012,1,7,16,0,98,37,106,0,1.5,N/A
2012,1,7,17,0,1,0,1,0,1.8,N/A
2012,1,7,18,0,0,0,0,0,2,N/A
2012,1,7,19,0,0,0,0,0,2.1,N/A
2012,1,7,20,0,0,0,0,0,2,N/A
2012,1,7,21,0,0,0,0,0,1.7000000000000002,N/A
2012,1,7,22,0,0,0,0,0,1.5,N/A
2012,1,7,23,0,0,0,0,0,1.3,N/A
2012,1,8,0,0,0,0,0,0,1.2000000000000002,N/A
2012,1,8,1,0,0,0,0,0,1,N/A
2012,1,8,2,0,0,0,0,0,0.8,N/A
2012,1,8,3,0,0,0,0,0,0.6000000000000001,N/A
2012,1,8,4,0,0,0,0,0,0.4,N/A
2012,1,8,5,0,0,0,0,0,0.2,N/A
2012,1,8,6,0,0,0,0,0,0.30000000000000004,N/A
2012,1,8,7,0,4,0,4,0,0.30000000000000004,N/A
2012,1,8,8,0,83,1,84,0,0.30000000000000004,N/A
