Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DHI Perez Units,DNI Units,DNI Perez Units,GHI Units,GHI Perez Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Version
NSRDB,33896,-,-,-,28.65,77.25,5.5,0,5.5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,m,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,unknown
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Snow Depth,Wind Speed,
2010,1,1,0,0,0,0,0,0,3.3000000000000003,N/A
2010,1,1,1,0,0,0,0,0,3.4000000000000004,N/A
2010,1,1,2,0,0,0,0,0,3.3000000000000003,N/A
2010,1,1,3,0,0,0,0,0,3.2,N/A
2010,1,1,4,0,0,0,0,0,2.9000000000000004,N/A
2010,1,1,5,0,0,0,0,0,3.2,N/A
2010,1,1,6,0,0,0,0,0,3,N/A
2010,1,1,7,0,5,0,5,0,2.8000000000000003,N/A
2010,1,1,8,0,115,220,167,0,2.2,N/A
2010,1,1,9,0,171,423,340,0,1.6,N/A
2010,1,1,10,0,205,534,484,0,2.1,N/A
2010,1,1,11,0,225,579,572,0,2.3000000000000003,N/A
2010,1,1,12,0,234,582,595,0,2.5,N/A
2010,1,1,13,0,232,539,549,0,2.6,N/A
2010,1,1,14,0,204,511,461,0,2.6,N/A
2010,1,1,15,0,169,365,305,0,2.5,N/A
2010,1,1,16,0,98,117,122,0,2.2,N/A
2010,1,1,17,0,0,0,0,0,2.1,N/A
2010,1,1,18,0,0,0,0,0,2,N/A
2010,1,1,19,0,0,0,0,0,1.8,N/A
2010,1,1,20,0,0,0,0,0,1.6,N/A
2010,1,1,21,0,0,0,0,0,1.3,N/A
2010,1,1,22,0,0,0,0,0,1,N/A
2010,1,1,23,0,0,0,0,0,0.8,N/A
2010,1,2,0,0,0,0,0,0,0.7000000000000001,N/A
2010,1,2,1,0,0,0,0,0,0.8,N/A
2010,1,2,2,0,0,0,0,0,0.7000000000000001,N/A
2010,1,2,3,0,0,0,0,0,0.7000000000000001,N/A
2010,1,2,4,0,0,0,0,0,0.7000000000000001,N/A
2010,1,2,5,0,0,0,0,0,0.6000000000000001,N/A
2010,1,2,6,0,0,0,0,0,0.4,N/A
2010,1,2,7,0,5,0,5,0,0.1,N/A
2010,1,2,8,0,101,37,110,0,0.2,N/A
2010,1,2,9,0,151,7,154,0,0.30000000000000004,N/A
2010,1,2,10,0,184,3,186,0,0.4,N/A
2010,1,2,11,0,189,2,191,0,0.30000000000000004,N/A
2010,1,2,12,0,220,8,225,0,0.4,N/A
2010,1,2,13,0,275,65,314,0,0.5,N/A
2010,1,2,14,0,255,323,418,0,0.4,N/A
2010,1,2,15,0,176,291,285,0,0.2,N/A
2010,1,2,16,0,97,74,112,0,0.30000000000000004,N/A
2010,1,2,17,0,0,0,0,0,0.30000000000000004,N/A
2010,1,2,18,0,0,0,0,0,0.30000000000000004,N/A
2010,1,2,19,0,0,0,0,0,0.4,N/A
2010,1,2,20,0,0,0,0,0,0.30000000000000004,N/A
2010,1,2,21,0,0,0,0,0,0.30000000000000004,N/A
2010,1,2,22,0,0,0,0,0,0.4,N/A
2010,1,2,23,0,0,0,0,0,0.4,N/A
2010,1,3,0,0,0,0,0,0,0.5,N/A
2010,1,3,1,0,0,0,0,0,0.7000000000000001,N/A
2010,1,3,2,0,0,0,0,0,0.9,N/A
2010,1,3,3,0,0,0,0,0,1.1,N/A
2010,1,3,4,0,0,0,0,0,1.2000000000000002,N/A
2010,1,3,5,0,0,0,0,0,1.2000000000000002,N/A
2010,1,3,6,0,0,0,0,0,1.2000000000000002,N/A
2010,1,3,7,0,5,0,5,0,1.1,N/A
2010,1,3,8,0,97,30,104,0,0.8,N/A
2010,1,3,9,0,166,430,338,0,0.5,N/A
2010,1,3,10,0,274,326,445,0,1,N/A
2010,1,3,11,0,173,2,175,0,1.4000000000000001,N/A
2010,1,3,12,0,180,1,181,0,2.1,N/A
2010,1,3,13,0,98,0,98,0,3,N/A
2010,1,3,14,0,86,0,86,0,3.9000000000000004,N/A
2010,1,3,15,0,60,0,60,0,4.6000000000000005,N/A
2010,1,3,16,0,26,0,26,0,4.7,N/A
2010,1,3,17,0,0,0,0,0,4.6000000000000005,N/A
2010,1,3,18,0,0,0,0,0,3.9000000000000004,N/A
2010,1,3,19,0,0,0,0,0,2.7,N/A
